0	0	60	97	1.60988	
0	1	60	88	1.46265	
0	2	60	1436	23.5019	
1	0	58.7058	1425	24.1447	
1	1	58.216	1417	24.2028	
1	2	60	1437	23.8032	
2	0	59.5813	1424	23.6763	
2	1	57.914	1417	24.2368	
2	2	60	1437	23.7106	
3	0	58.8811	1431	24.0175	
3	1	58.4181	1417	24.0702	
3	2	60	1437	23.7553	
4	0	58.1283	1430	24.5274	
4	1	57.0454	1415	24.7305	
4	2	60	1436	23.8605	
5	0	59.1647	1435	24.1656	
5	1	57.6896	1420	24.5682	
5	2	60	1436	23.8695	
6	0	57.8396	1432	24.728	
6	1	56.1558	1418	25.214	
6	2	60	1436	23.871	
7	0	56.0333	1430	25.4541	
7	1	55.9464	1416	25.2434	
7	2	60	1436	24.0247	
8	0	58.3831	1423	24.3287	
8	1	58.1193	1410	24.21	
9	0	57.6781	1424	24.6699	
9	1	59.4184	1412	23.6683	
10	0	56.4834	1424	25.0763	
10	1	59.3177	1420	23.7513	
11	0	57.8306	1422	24.5115	
11	1	59.3064	1417	23.831	
12	0	57.0069	1422	24.8691	
12	1	58.0841	1419	24.3686	
13	0	57.5021	1422	24.6767	
13	1	56.4177	1426	25.1028	
14	0	55.5023	1427	25.5682	
14	1	52.4436	1426	27.1018	
15	0	53.2451	1430	26.7577	
15	1	55.6145	1429	25.5834	
16	0	51.9963	1434	27.4401	
16	1	55.1398	1436	25.9283	
17	0	52.2595	1444	27.5586	
17	1	50.4981	1444	28.5023	
18	0	51.7555	1444	27.7855	
18	1	51.0705	1444	28.173	
19	0	56.5106	1442	25.3962	
19	1	55.6431	1442	25.8064	
20	0	58.1418	1442	24.7234	
20	1	53.83	1442	26.6782	
21	0	59.311	1436	24.1377	
21	1	55.7849	1436	25.642	
22	0	60	1436	23.8802	
22	1	59.951	1436	23.8985	
22	2	60	1436	23.8802	
22	3	60	1437	23.8915	
23	0	60	1436	23.8795	
23	1	60	1436	23.8795	
23	2	60	1436	23.8795	
23	3	60	1437	23.8383	
24	0	60	1436	23.8602	
24	1	60	1436	23.8602	
24	2	60	1436	23.8602	
24	3	60	1437	23.8708	
25	0	60	1436	23.8399	
25	1	60	1436	23.8399	
25	2	60	1436	23.8399	
25	3	60	1436	24.0359	
26	0	60	1436	23.8219	
26	1	60	1436	23.8219	
26	2	60	1436	23.8219	
27	0	60	1436	23.8947	
27	1	60	1436	23.8947	
27	2	60	1436	23.8947	
28	0	60	1436	23.8898	
28	1	60	1436	23.8898	
28	2	60	1436	23.8898	
29	0	60	1435	23.9018	
29	1	60	1435	23.9018	
29	2	60	1435	23.9018	
30	0	60	1436	23.8627	
30	1	60	1436	23.8627	
30	2	60	1436	23.8627	
31	0	60	1436	23.6833	
31	1	60	1436	23.6833	
31	2	60	1436	23.6833	
32	0	60	1436	23.884	
32	1	60	1436	23.884	
32	2	60	1436	23.884	
33	0	60	1436	23.8889	
33	1	60	1436	23.8889	
33	2	60	1436	23.8889	
34	0	60	1436	23.8802	
34	1	60	1436	23.8802	
34	2	60	1436	23.8802	
35	0	60	1436	23.8932	
35	1	60	1436	23.8932	
35	2	60	1436	23.8932	
36	0	60	1436	23.8944	
36	1	60	1436	23.8944	
36	2	60	1436	23.8944	
37	0	60	1436	23.898	
37	1	60	1436	23.898	
37	2	60	1436	23.898	
38	0	60	1436	23.8354	
38	1	60	1436	23.8354	
38	2	60	1436	23.8354	
39	0	60	1436	23.7427	
39	1	60	1436	23.7427	
39	2	60	1436	23.7427	
40	0	60	1436	23.7228	
40	1	60	1436	23.7228	
40	2	60	1436	23.7228	
41	0	60	1436	23.8602	
41	1	60	1436	23.8602	
41	2	60	1436	23.8602	
42	0	60	1436	23.8806	
42	1	60	1436	23.8806	
42	2	60	1436	23.8806	
43	0	60	1436	23.8954	
43	1	60	1436	23.8954	
43	2	60	1436	23.8954	
44	0	60	1436	23.9159	
44	1	60	1436	23.9159	
44	2	60	1436	23.9159	
45	0	60	1436	23.9319	
45	1	60	1436	23.9319	
45	2	60	1436	23.9319	
46	0	60	1436	23.9328	
46	1	60	1436	23.9328	
46	2	60	1436	23.9328	

