0	0	60	1388	23.2497	
0	1	60	1395	23.276	
0	2	60	1399	23.3952	
1	0	60	1385	23.0567	
1	1	60	1391	23.1667	
1	2	60	1397	23.2276	
2	0	60	1374	22.9685	
2	1	60	1384	23.0992	
2	2	60	1387	23.1776	
3	0	60	1370	22.8182	
3	1	60	1380	22.9777	
3	2	60	1385	23.0619	
4	0	60	1361	22.7399	
4	1	60	1372	22.9064	
4	2	60	1376	22.9828	
5	0	60	1356	22.5802	
5	1	60	1367	22.7727	
5	2	60	1370	22.8346	
6	0	60	1350	22.5118	
6	1	60	1362	22.6736	
6	2	60	1367	22.7727	
7	0	60	1345	22.3956	
7	1	60	1360	22.6209	
7	2	60	1363	22.6963	
8	0	60	1335	22.3137	
8	1	60	1351	22.5588	
8	2	60	1357	22.6473	
9	0	60	1330	22.1913	
9	1	60	1345	22.4291	
9	2	60	1351	22.5229	
10	0	60	1321	22.0978	
10	1	60	1338	22.3495	
10	2	60	1335	22.3864	
11	0	60	1317	21.9314	
11	1	60	1334	22.2132	
11	2	60	1333	22.1771	
12	0	60	1313	21.8757	
12	1	60	1328	22.1355	
12	2	60	1330	22.1515	
13	0	60	1309	21.8028	
13	1	60	1323	22.0416	
13	2	60	1324	22.0751	
14	0	60	1307	21.7275	
14	1	60	1322	21.9815	
14	2	60	1321	21.9839	
15	0	60	1301	21.6747	
15	1	60	1316	21.9231	
15	2	60	1318	21.9287	
16	0	60	1300	21.5775	
16	1	60	1314	21.8187	
16	2	60	1317	21.8429	
17	0	60	1274	21.4417	
17	1	60	1295	21.7338	
17	2	60	1294	21.7432	
18	0	60	1273	20.9426	
18	1	60	1296	21.3069	
18	2	60	1293	21.2685	
19	0	60	1270	21.1463	
19	1	60	1295	21.5423	
19	2	60	1290	21.4776	
20	0	60	1267	21.0239	
20	1	60	1293	21.448	
20	2	60	1289	21.3732	
20	3	60	1435	23.928	
21	0	60	1269	21.0555	
21	1	60	1294	21.4787	
21	2	60	1293	21.422	
21	3	60	1436	23.9299	
22	0	60	1266	21.0476	
22	1	60	1291	21.4648	
22	2	60	1290	21.4476	
23	0	60	1253	20.9739	
23	1	60	1273	21.3515	
23	2	60	1276	21.3826	
23	3	60	1436	23.9597	
24	0	60	1251	20.8564	
24	1	60	1268	21.1667	
24	2	60	1270	21.1859	
25	0	60	1248	20.8043	
25	1	60	1259	21.0277	
25	2	60	1261	21.0668	
26	0	60	1245	20.7359	
26	1	60	1255	20.9028	
26	2	60	1258	20.9529	
27	0	60	1241	20.6657	
27	1	60	1254	20.8578	
27	2	60	1256	20.9058	
28	0	60	1230	20.5782	
28	1	60	1244	20.7899	
28	2	60	1245	20.8134	
29	0	60	1224	20.4061	
29	1	60	1238	20.6378	
29	2	60	1239	20.6563	
30	0	60	1222	20.2952	
30	1	60	1239	20.539	
30	2	60	1237	20.5501	
31	0	60	1219	20.2845	
31	1	60	1236	20.5655	
31	2	60	1235	20.5344	
32	0	60	1211	20.2101	
32	1	60	1231	20.5149	
32	2	60	1227	20.4599	
