0	0	40.918	1313	31.9209	
0	1	37.2873	1296	34.7112	
1	0	30.9303	1320	42.644	
1	1	33.0958	1297	39.1226	
2	0	32.2518	1330	41.1691	
2	1	32.2669	1311	40.4462	
3	0	25.2304	1402	54.2554	
3	1	27.0569	1366	49.5195	
4	0	22.6765	1407	61.8389	
4	1	22.6652	1364	60.165	
5	0	10.1668	872	112.364	
5	1	9.82607	851	112.672	
6	0	5.89307	893	150.492	
6	1	5.67149	868	152.383	
7	0	6.40977	927	142.002	
7	1	6.55798	911	136.162	
8	0	7.61326	935	122.422	
8	1	7.70822	921	119.045	
9	0	9.50203	985	101.16	
9	1	9.16422	969	103.274	
10	0	18.7796	1302	60.9171	
10	1	17.9074	1298	63.0243	
11	0	27.7732	1305	46.8388	
11	1	27.6448	1303	47.0353	
12	0	27.7713	1331	47.4995	
12	1	26.8218	1326	49.1399	
13	0	28.8238	1351	46.5588	
13	1	26.1974	1337	50.9372	
14	0	20.0587	1436	126.937	
14	1	18.1928	1436	150.2	

