0	0	47.0856	1611	34.1157	
0	1	46.8512	1662	35.3343	
1	0	43.7215	1617	36.7934	
1	1	43.5875	1667	38.1198	
2	0	41.5039	1617	38.8912	
2	1	40.2065	1660	41.3759	
3	0	35.0391	1644	46.7094	
3	1	38.3631	1662	43.3615	
4	0	35.761	1642	45.7	
4	1	27.7073	1660	59.9586	
5	0	15.7348	1043	85.1854	
5	1	14.8873	1038	90.8791	
6	0	7.18065	1058	149.416	
6	1	6.79353	1044	157.111	
7	0	6.2106	1127	178.671	
7	1	5.89178	1192	194.321	
8	0	6.27558	1153	184.879	
8	1	6.67024	1242	185.046	
9	0	8.00896	1414	161.282	
9	1	11.2339	1435	120.39	
10	0	56.141	1438	25.5863	
10	1	59.9168	1438	23.9867	
11	0	60	1438	23.7704	
11	1	60	1438	23.7704	
12	0	59.9892	1438	23.9057	
12	1	59.9997	1438	23.9015	
13	0	59.9836	1436	23.876	
13	1	59.978	1436	23.8783	
14	0	60	1436	24.0446	
14	1	60	1436	24.0446	

